STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,gl_banks_geolocated210610.xlsx - SD_county_tracts_white_GEO_ID,gl_banks_geolocated210610.xlsx - SD_county_tracts_white_NAME,gl_banks_geolocated210610.xlsx - SD_county_tracts_white_P1_001N,gl_banks_geolocated210610.xlsx - SD_county_tracts_white_P1_003N,gl_banks_geolocated210610.xlsx - SD_county_tracts_white_P1_003N/P1_001N,NUMPOINTS
"06","073","005500","06073005500","55",Census Tract 55,G5020,S,"440380","0","+32.7241331","-117.1468039",1400000US06073005500,"Census Tract 55, San Diego County, California","390","236","0.61",0
"06","073","005700","06073005700","57",Census Tract 57,G5020,S,"272352","0","+32.7252925","-117.1625726",1400000US06073005700,"Census Tract 57, San Diego County, California","1416","870","0.61",0
"06","073","009201","06073009201","92.01",Census Tract 92.01,G5020,S,"1703797","0","+32.8014697","-117.1462997",1400000US06073009201,"Census Tract 92.01, San Diego County, California","6165","2641","0.43",0
"06","073","009301","06073009301","93.01",Census Tract 93.01,G5020,S,"1579690","0","+32.8015574","-117.1342573",1400000US06073009301,"Census Tract 93.01, San Diego County, California","4337","2060","0.47",0
"06","073","009506","06073009506","95.06",Census Tract 95.06,G5020,S,"1523977","0","+32.8247352","-117.0924729",1400000US06073009506,"Census Tract 95.06, San Diego County, California","4385","2741","0.63",0
"06","073","009602","06073009602","96.02",Census Tract 96.02,G5020,S,"1933438","0","+32.7987225","-117.0846348",1400000US06073009602,"Census Tract 96.02, San Diego County, California","3946","2633","0.67",0
"06","073","006000","06073006000","60",Census Tract 60,G5020,S,"1009025","0","+32.7360508","-117.1645430",1400000US06073006000,"Census Tract 60, San Diego County, California","4381","3244","0.74",3
"06","073","006100","06073006100","61",Census Tract 61,G5020,S,"892124","0","+32.7364188","-117.1737119",1400000US06073006100,"Census Tract 61, San Diego County, California","2274","1572","0.69",0
"06","073","006300","06073006300","63",Census Tract 63,G5020,S,"1590102","0","+32.7404720","-117.1971990",1400000US06073006300,"Census Tract 63, San Diego County, California","2183","1409","0.65",0
"06","073","009603","06073009603","96.03",Census Tract 96.03,G5020,S,"1730684","0","+32.7846744","-117.1060347",1400000US06073009603,"Census Tract 96.03, San Diego County, California","6293","2906","0.46",1
"06","073","009604","06073009604","96.04",Census Tract 96.04,G5020,S,"1828018","0","+32.7867228","-117.0917310",1400000US06073009604,"Census Tract 96.04, San Diego County, California","3553","2144","0.6",3
"06","073","009703","06073009703","97.03",Census Tract 97.03,G5020,S,"1655643","0","+32.7956719","-117.0736104",1400000US06073009703,"Census Tract 97.03, San Diego County, California","3590","2525","0.7",1
"06","073","009705","06073009705","97.05",Census Tract 97.05,G5020,S,"2414773","0","+32.7850586","-117.0733912",1400000US06073009705,"Census Tract 97.05, San Diego County, California","3847","2568","0.67",0
"06","073","009801","06073009801","98.01",Census Tract 98.01,G5020,S,"2091796","0","+32.7984504","-117.0307351",1400000US06073009801,"Census Tract 98.01, San Diego County, California","5164","3553","0.69",0
"06","073","011802","06073011802","118.02",Census Tract 118.02,G5020,S,"952662","0","+32.6841079","-117.0963553",1400000US06073011802,"Census Tract 118.02, San Diego County, California","6636","1147","0.17",0
"06","073","006600","06073006600","66",Census Tract 66,G5020,S,"509276","0","+32.7456170","-117.2061685",1400000US06073006600,"Census Tract 66, San Diego County, California","1845","752","0.41",0
"06","073","006900","06073006900","69",Census Tract 69,G5020,S,"1820435","0","+32.7430457","-117.2219470",1400000US06073006900,"Census Tract 69, San Diego County, California","5427","4224","0.78",0
"06","073","007002","06073007002","70.02",Census Tract 70.02,G5020,S,"1443429","0","+32.7323710","-117.2356355",1400000US06073007002,"Census Tract 70.02, San Diego County, California","3155","2639","0.84",0
"06","073","009804","06073009804","98.04",Census Tract 98.04,G5020,S,"1893307","0","+32.8086291","-117.0132342",1400000US06073009804,"Census Tract 98.04, San Diego County, California","5024","3495","0.7",2
"06","073","009805","06073009805","98.05",Census Tract 98.05,G5020,S,"7475427","0","+32.8156127","-117.0343361",1400000US06073009805,"Census Tract 98.05, San Diego County, California","4802","3437","0.72",0
"06","073","010001","06073010001","100.01",Census Tract 100.01,G5020,S,"2103617","0","+32.5868141","-117.0554425",1400000US06073010001,"Census Tract 100.01, San Diego County, California","4032","793","0.2",1
"06","073","010003","06073010003","100.03",Census Tract 100.03,G5020,S,"1278418","0","+32.5788402","-117.0440687",1400000US06073010003,"Census Tract 100.03, San Diego County, California","5806","1001","0.17",0
"06","073","010004","06073010004","100.04",Census Tract 100.04,G5020,S,"1411205","0","+32.5709253","-117.0522684",1400000US06073010004,"Census Tract 100.04, San Diego County, California","4538","936","0.21",0
"06","073","012002","06073012002","120.02",Census Tract 120.02,G5020,S,"568096","0","+32.6817819","-117.0792343",1400000US06073012002,"Census Tract 120.02, San Diego County, California","3394","388","0.11",0
"06","073","012003","06073012003","120.03",Census Tract 120.03,G5020,S,"1096291","0","+32.6800662","-117.0744950",1400000US06073012003,"Census Tract 120.03, San Diego County, California","3372","708","0.21",0
"06","073","012101","06073012101","121.01",Census Tract 121.01,G5020,S,"692658","0","+32.6651033","-117.0878572",1400000US06073012101,"Census Tract 121.01, San Diego County, California","2167","558","0.26",0
"06","073","007200","06073007200","72",Census Tract 72,G5020,S,"2805781","709604","+32.7215901","-117.2533174",1400000US06073007200,"Census Tract 72, San Diego County, California","5589","4641","0.83",0
"06","073","007302","06073007302","73.02",Census Tract 73.02,G5020,S,"834938","0","+32.7357705","-117.2446667",1400000US06073007302,"Census Tract 73.02, San Diego County, California","2193","1862","0.85",0
"06","073","007501","06073007501","75.01",Census Tract 75.01,G5020,S,"1033819","0","+32.7519747","-117.2431575",1400000US06073007501,"Census Tract 75.01, San Diego County, California","3993","3049","0.76",0
"06","073","007502","06073007502","75.02",Census Tract 75.02,G5020,S,"672609","186646","+32.7478050","-117.2489105",1400000US06073007502,"Census Tract 75.02, San Diego County, California","3150","2426","0.77",3
"06","073","010009","06073010009","100.09",Census Tract 100.09,G5020,S,"3516939","522621","+32.5473763","-117.0528794",1400000US06073010009,"Census Tract 100.09, San Diego County, California","6517","957","0.15",0
"06","073","010010","06073010010","100.10",Census Tract 100.10,G5020,S,"1169863","0","+32.5783698","-117.0636964",1400000US06073010010,"Census Tract 100.10, San Diego County, California","5506","1242","0.23",0
"06","073","010013","06073010013","100.13",Census Tract 100.13,G5020,S,"896530","0","+32.5555376","-117.0474702",1400000US06073010013,"Census Tract 100.13, San Diego County, California","6009","834","0.14",2
"06","073","010106","06073010106","101.06",Census Tract 101.06,G5020,S,"1337615","0","+32.5718118","-117.0723454",1400000US06073010106,"Census Tract 101.06, San Diego County, California","5237","1069","0.2",0
"06","073","010107","06073010107","101.07",Census Tract 101.07,G5020,S,"2326374","0","+32.5837500","-117.0787464",1400000US06073010107,"Census Tract 101.07, San Diego County, California","6578","1872","0.28",0
"06","073","012102","06073012102","121.02",Census Tract 121.02,G5020,S,"1126797","0","+32.6703515","-117.0785895",1400000US06073012102,"Census Tract 121.02, San Diego County, California","3160","730","0.23",0
"06","073","012302","06073012302","123.02",Census Tract 123.02,G5020,S,"407516","0","+32.6407694","-117.0803670",1400000US06073012302,"Census Tract 123.02, San Diego County, California","1889","585","0.31",1
"06","073","012304","06073012304","123.04",Census Tract 123.04,G5020,S,"1232345","0","+32.6439924","-117.0701189",1400000US06073012304,"Census Tract 123.04, San Diego County, California","3997","1669","0.42",0
